t,z_0000_00,z_0001_00,z_0002_00,z_0003_00,z_0004_00,z_0005_00,z_0006_00,z_0007_00,z_0008_00,z_0009_00,z_0010_00
1.5,(-0.8190614314246416-0.6526020023981954j),(-0.2069610489629623+0.7423221497987478j),(-1.3274004841353253-0.08617705691974503j),(0.8177664539171954+1.5383115694986274j),(-0.3918390963624412+0.1139270317394631j),(0.527685113564381+0.38563185853043574j),(-1.0142560360614121+0.08270189512607547j),(0.6366233130828005-0.03390697223923118j),(1.396538988350132-2.5320676206785904j),(-1.4118744421963338+0.558611046184124j),(1.260821856572093+0.528573545116689j)
1.51,(-0.8216472429567789-0.6524886854513808j),(-0.20458450568779643+0.7426039578867212j),(-1.329334872452427-0.08353918540097044j),(0.8186047034911887+1.5380892566029j),(-0.39307698509957145+0.11253258420040635j),(0.5288228348458123+0.38402387468835814j),(-1.015006703425397+0.08547247840688346j),(0.6358519904055481-0.035803007996958076j),(1.3959697519963983-2.533464047161683j),(-1.4113754841107378+0.5606507755914867j),(1.2612947774359935+0.5276222436832104j)
1.52,(-0.8242171098345107-0.6523384431848912j),(-0.20219183483438452+0.7428546792826587j),(-1.3312219797658644-0.08087887560798343j),(0.8194544076025189+1.53785583282232j),(-0.3943383511591093+0.11114761195991116j),(0.5299641107602518+0.38238806346259746j),(-1.0157044006597358+0.08826432583501759j),(0.6350576813118483-0.037713265617396775j),(1.3953958688975254-2.534824556469062j),(-1.4108353320238731+0.5626901156887655j),(1.2617721165960638+0.526650477330255j)
1.53,(-0.8267720680601309-0.6521547991279478j),(-0.19978329165518907+0.7430776351566142j),(-1.333065475087128-0.07819861054598766j),(0.8203161603033247+1.5376124184163171j),(-0.3956221655721572+0.10977029773542461j),(0.5311112870095179+0.3807254688663537j),(-1.0163527172200897+0.09107652739747313j),(0.6342420874347112-0.0396389866304107j),(1.3948195684298874-2.536151824205399j),(-1.410256681650805+0.564729429218725j),(1.2622553486158008+0.5256587005510165j)
1.54,(-0.8293134514505768-0.6519409501721503j),(-0.19735873244819618+0.7432758263933549j),(-1.3348687945117974-0.07550033914959743j),(0.8211904876729148+1.5373597308831077j),(-0.3969279171505199+0.10839876416399813j),(0.5322666532991701+0.37903636831014j),(-1.0169548880408317+0.09390860526387405j),(0.6334061055545054-0.041581768163328967j),(1.3942429366838756-2.537448617871926j),(-1.4096418307174676+0.5667691550892481j),(1.262745355437105+0.524647002678447j)
1.55,(-0.8318428916374281-0.6516997665714768j),(-0.1949176145569156+0.7434519335923603j),(-1.3366351412195423-0.07278547628283771j),(0.8220778478177674+1.537098084959694j),(-0.39825561248670427+0.10703107380228757j),(0.5334324433385096+0.37732027260178197j),(-1.0175137935350458+0.09676051378647306j),(0.6325498275989574-0.04354356294094648j),(1.3936679164638976-2.538717796866439j),(-1.4089926789606646+0.5688098083733365j),(1.263242426380281+0.5236151078852571j)
1.56,(-0.834362318066908-0.6514337919422833j),(-0.19245899637038075+0.7436083170678229j),(-1.3383674854741212-0.07005490273914412j),(0.8229786308715307+1.5368273926218643j),(-0.3996057759539194+0.10566522912655313j),(0.5346108348405789+0.3755759259464185j),(-1.0180319595945282+0.09963263950015155j),(0.6316725406431526-0.04552667928552384j),(1.3930963072883784-2.5399623124832944j),(-1.4083107281280693+0.5708519803091107j),(1.2637462581440373+0.5225623751839158j)
1.57,(-0.836873957999882-0.6511452432633048j),(-0.18998153732314854+0.7437470168486484j),(-1.3400685646233832-0.06730896524136289j),(0.8238931589950222+1.536547163084193j),(-0.4009794497060766+0.10429917253265941j),(0.5358039495221619+0.37380130594650113j),(-1.0185115575897858+0.10252580112241967j),(0.6307727269095346-0.04753378111678741j),(1.3925297653897593-2.5411852079134105j),(-1.4075970819782244+0.5728963382998095j),(1.2642559548054864+0.5214877984266504j)
1.58,(-0.839380336511859-0.6508360108756539j),(-0.18748349789529964+0.7438697526784549j),(-1.3417408830992654-0.06454747644175095j),(0.8248216863762298+1.5362565028000401j),(-0.40237819367778926+0.10293078633607539j),(0.5370138531037842+0.3719936236017944j),(-1.0189544043700378+0.10544124955341624j),(0.629848063767905-0.049567887951929276j),(1.3919698037144983-2.5423896182442682j),(-1.406852446280542+0.5749436259137907j),(1.2647700278201448+0.5203900063054464j)
1.59,(-0.8418842764929906-0.6505076584828221j),(-0.1849627396124382+0.7439779240155733j),(-1.3433867124177958-0.061769714921975846j),(0.8257643992303105+1.5359541154615526j),(-0.4038040855843731+0.10155789277187444j),(0.5382425553097127+0.37014932330937567j),(-1.0193619622632144+0.10838066787590883j),(0.6288954237354244-0.05163237490560725j),(1.3914177919230706-2.5435787704599093j),(-1.406077128815304+0.5769946628845305j),(1.265286396021933+0.5192672623520479j)
1.6,(-0.8443888986480714-0.6501614231506789j),(-0.18241672504569206+0.7440726100330476j),(-1.3450080911790914-0.05897442519311582j),(0.8267214157995915+1.535638301999663j),(-0.4052597209218459+0.1001782539947343j),(0.5394920098679554+0.3682640828636352j),(-1.0197353390759578+0.11134617135529373j),(0.6279108744766112-0.05373097268994489j),(1.390874956389968-2.544755983440938j),(-1.4052710393736612+0.579050345110624j),(1.265802385623175+0.5181174649379574j)
1.61,(-0.8468917696577518-0.649799972297787j),(-0.1798484069641234+0.744158446556951j),(-1.3466068254607382-0.05616548852866189j),(0.8276925888339761+1.5353134445612004j),(-0.40674034119760993+0.09879081004866727j),(0.5407646086674518+0.36634510331939185j),(-1.0200783489675425+0.11433520012810874j),(0.6269025239938651-0.055861392049573896j),(1.39034101162464-2.545919945416327j),(-1.4044378936663757+0.5811102474265064j),(1.2663222206224694+0.5169466184316015j)
1.62,(-0.84938775304452-0.6494210510153213j),(-0.1772608172273271+0.7442356560966794j),(-1.3481790291221372-0.05334491465389231j),(0.828679169257942+1.534983980467482j),(-0.40824197499196313+0.09739854851230695j),(0.5420606592125068+0.3643995474742252j),(-1.0203885488080886+0.11734483088679876j),(0.625877918268869-0.05801886702154636j),(1.3898138442221417-2.547065635320518j),(-1.4035775859087698+0.5831725904736345j),(1.2668530474548911+0.5157596300615135j)
1.6300000000000001,(-0.8518777380046925-0.6490176810217475j),(-0.17464961618011995+0.7442969230352667j),(-1.3497177187485123-0.050506674926320994j),(0.8296832792979788+1.5346457571776497j),(-0.4097712364475957+0.09600508180359173j),(0.5433784310023126+0.3624184883405453j),(-1.0206561614216767+0.12037815263417945j),(0.6248274327802159-0.06020537095489542j),(1.389292293109672-2.5481923841359553j),(-1.4026826207894336+0.585236338536463j),(1.2673935147578332+0.5145497538785996j)
1.6400000000000001,(-0.8543620564873096-0.6485835859479484j),(-0.1720113240083252+0.7443353926063025j),(-1.3512161604719055-0.04764578942090949j),(0.8307067001167726+1.5342949541110555j),(-0.411333870664061+0.0946139400750948j),(0.544715993909175+0.36039400865960364j),(-1.0208720745764799+0.1234372588213113j),(0.6237424323291832-0.06242214322002438j),(1.388775317060049-2.5492995470443067j),(-1.4017462817709831+0.587299939760162j),(1.2679422444520212+0.5133111031562013j)
1.6500000000000001,(-0.8568404626534213-0.6481132025070292j),(-0.1693433437353136+0.7443446898617581j),(-1.3526678748633267-0.044758350742669546j),(0.8317508696867509+1.5339281078476372j),(-0.41293472224872924+0.09322857247692107j),(0.5460712218427402+0.35831924889369443j),(-1.0210278583987256+0.12652322764397267j),(0.6226153216352502-0.06466966640523131j),(1.3882619908713658-2.5503864882225478j),(-1.4007626508635316+0.5893613217619371j),(1.2684978581732564+0.5120386845457329j)
1.6600000000000001,(-0.8593121328760877-0.6476016804943164j),(-0.16664396122200367+0.7443189196719858j),(-1.354066636932755-0.04184152402666313j),(0.8328168827900817+1.5335421121279191j),(-0.41457773531678777+0.0918523471567071j),(0.5474417927499947+0.3561884072261546j),(-1.0211157653726943+0.12963612204265978j),(0.6214395453360987-0.06694766631670908j),(1.3877515053669909-2.551452580842961j),(-1.3997266086246904+0.5914178916310296j),(1.2690589772724163+0.510728398076681j)
1.67,(-0.8617756657403781-0.6470448827873587j),(-0.16391234516686154+0.7442526667257201j),(-1.355406476129137-0.038893546938002496j),(0.8339054910186736+1.5331342178530116j),(-0.41626595349124074+0.09048855125962124j),(0.5488251886152663+0.3539967395613636j),(-1.0211287303407204+0.13277498970258672j),(0.6202095879876128-0.06925511197854531j),(1.3872431673955672-2.5524972070731384j),(-1.3986338341595694+0.5934665359287169j),(1.2696242228154546+0.5093770371566049j)
1.68,(-0.8642290820433723-0.6464393853459266j),(-0.16114854710590087+0.7441409955300762j),(-1.3566816763403882-0.0359137296718499j),(0.8350171027741757+1.532702033084611j),(-0.41800151990290957+0.08914039092836337j),(0.5502186954602225+0.3517405595247437j),(-1.0210603705031918+0.13593786305368571j),(0.6189209740638792-0.0715902156327226j),(1.3867363998310136-2.553519758075979j),(-1.3974808051207754+0.595503620688312j),(1.2701922155834002+0.5079822885711364j)
1.69,(-0.8666698247941595-0.6457824772120122j),(-0.15835350141268315+0.7439794504105512j),(-1.3578867758933928-0.03290245495341803j),(0.8361517832679783+1.532243523045j),(-0.41978567719043247+0.08781099130316522j),(0.5516194033438718+0.3494172384627595j),(-1.02090498541855+0.13912175927060663j),(0.6175702679571868-0.07395043273911814j),(1.3862307415725235-2.5545196340096905j),(-1.396264797708414+0.5975249914151638j),(1.2707615760723583+0.5065427324839799j)
1.7,(-0.8690947592138389-0.6450721605098299j),(-0.1555290252983174+0.7437640555110235j),(-1.3590165675540034-0.0298611780379697j),(0.8373092545212121+1.5317570101170472j),(-0.4216187675002648+0.08650339652179018j),(0.5530242063625631+0.34702520544291865j),(-1.0206575570032894+0.14232268027271733j),(0.6161550739780272-0.076332461975504j),(1.3857258475445653-2.555496244027788j),(-1.3949838866700877+0.599525973086657j),(1.2713309244935105+0.5050578424369123j)
1.71,(-0.8715001727355193-0.6443071504458155j),(-0.15267781881146034+0.743491314793753j),(-1.3600660985270405-0.026792426710817968j),(0.8384888953647481+1.5312411738442078j),(-0.4235002324866786+0.08522056971953332j),(0.5544298026499859+0.34456394725377115j),(-1.020313749531959+0.14553561272410354j),(0.6146740363550938-0.07873224523754706j),(1.3852214886968832-2.5564490062790948j),(-1.3936369453008977+0.6015013701522123j),(1.2718988807731135+0.5035279853497835j)
1.72,(-0.8738817750043193-0.6434868753086269j),(-0.1498034648383163+0.7431582120393809j),(-1.3610306704562938-0.023699801287326072j),(0.8396897414391986+1.5306950509305226j),(-0.4254286133117634+0.08396539302922143j),(0.5558326943771701+0.3420340084049097j),(-1.0198699096371606+0.14875452803356892j),(0.6131268392352829-0.08114496763880896j),(1.3847175520044956-2.557377347907743j),(-1.3922236454434425+0.6034454665332858j),(1.2724640645525007+0.5019544215205153j)
1.73,(-0.8762346978773676-0.642611476469144j),(-0.14691042910263732+0.7427622108469302j),(-1.361905839424521-0.020587974612907498j),(0.8409104851949163+1.530118035240619j),(-0.4274015506454253+0.08274066758121298j),(0.5572291877524862+0.33943699112696984j),(-1.0193230663095498+0.151972382354635j),(0.6115142066836932-0.08356505751074615j),(1.3842140404676966-2.5582807050531717j),(-1.3907444574878192+0.6053520256233698j),(1.273025095188081+0.5003393046251025j)
1.74,(-0.8785534954238027-0.641681808380468j),(-0.14400406016572304+0.7423012546338049j),(-1.3626874159534483-0.017462692063025927j),(0.8421494758919945+1.52950987779971j),(-0.4294157846653876+0.08154911350339816j),(0.5586153930216454+0.33677555537162945j),(-1.018670930897836+0.1551811165855413j),(0.6098379026836255-0.08598618640270991j),(1.3837110731120552-2.5591585228501286j),(-1.389200650371622+0.6072142902879922j),(1.2735805917513394+0.4986856817176123j)
1.75,(-0.8808321439247724-0.6406994385779223j),(-0.1410905894264207+0.7417737666357909j),(-1.363371465003771-0.014330771543195245j),(0.8434047196002675+1.5288706867935957j),(-0.43146715505719063+0.08039336992119885j),(0.5599872244676991+0.33405341881160927j),(-1.0179118971087815+0.15837165636924508j),(0.6081007311365831-0.08840126908194626j),(1.3832088849884154-2.560010255428669j),(-1.387594291579944+0.6090249828647168j),(1.2741291730288369+0.4969974932301846j)
1.76,(-0.8830640418734349-0.6396666476790525j),(-0.13817713112112529+0.7411786499070552j),(-1.3639543059751515-0.011200103488979582j),(0.8446738791993099+1.5282009275686612j),(-0.4335506010141916+0.07927599495756862j),(0.5613404004110397+0.33127535684067266j),(-1.017045041007203+0.16153391209342163j),(0.6063065358622719-0.09080246353359606j),(1.3827078271728968-2.560835365914157j),(-1.3859282471453747+0.6107763051631434j),(1.2746694575222104+0.4952795729730319j)
1.77,(-0.8852482157661065-0.6385838213680596j),(-0.13526477742875412+0.740514062528199j),(-1.3644343816133735-0.008072180503055021j),(0.8459566040880169+1.5275003098665705j),(-0.4356660455912133+0.07819679155315985j),(0.562674145696296+0.3284411495378043j),(-1.0160686241839039+0.1646648260077062j),(0.6044562994304762-0.09318795188530625j),(1.3822079379676195-2.5616355295377575j),(-1.3842027462429585+0.6124645075135582j),(1.2751992541894062+0.4935341279571757j)
1.78,(-0.8873883285260501-0.6374437377047334j),(-0.13234859794878948+0.739768007887824j),(-1.3648053717602835-0.004939664595515663j),(0.8472555477522661+1.526763011797018j),(-0.43782386239179827+0.07715887022662603j),(0.5639857012999748+0.32553835005656206j),(-1.0149715676739617+0.16776677620496436j),(0.6025389333121184-0.09556159166555327j),(1.381707954971191-2.5624123844312723j),(-1.3824108702541824+0.614087282338579j),(1.2757144616774796+0.49175399661392577j)
1.79,(-0.8894738296834689-0.6362414838778649j),(-0.1294395233192258+0.7389249115165415j),(-1.3650527714235536-0.0018104427325532912j),(0.8485687800548637+1.5259822882492848j),(-0.4400249826275262+0.07617524255978902j),(0.5652602851389863+0.3225633253585328j),(-1.0137410818969201+0.17082296335475383j),(0.6005460818517426-0.09791213091254032j),(1.3812069718882323-2.5631613368008597j),(-1.3805509345894966+0.6156306171557562j),(1.2762119092908994+0.4899352360619787j)
1.8,(-0.8914950593635136-0.6349740165440125j),(-0.12654890272007865+0.7379717519064847j),(-1.3651648490038728+0.001306959565559528j),(0.8498940858243927+1.525152328951972j),(-0.4422690771924197+0.0752570464208429j),(0.5664846147714852+0.3195144190376441j),(-1.012367597108547+0.17381714787126196j),(0.5984719715399984-0.10022903146873101j),(1.380704418851998-2.5638786861962424j),(-1.3786231672444873+0.6170817889697058j),(1.2766885634947505+0.48807533283496896j)
1.81,(-0.8934437613430415-0.6336400438801172j),(-0.12368795394206444+0.7368981106749946j),(-1.3651329064430744+0.004403936929034388j),(0.8512291349588913+1.5242682430881334j),(-0.444554941454793+0.07441323692869793j),(0.5676472892090817+0.316391581450791j),(-1.010844780713996+0.17673431849995794j),(0.5963132436832609-0.10250301818748675j),(1.380200043871019-2.5645618371514574j),(-1.376629507222284+0.6184297726412423j),(1.2771414805045986+0.4861730253220288j)
1.82,(-0.8953130830506171-0.6322400255835031j),(-0.12086776338660032+0.7356961725646186j),(-1.3649512792241352+0.007471804138567038j),(0.8525714824258527+1.5233260592952753j),(-0.446880495257252+0.07365058645298068j),(0.5687387889168423+0.31319636971783593j),(-1.009169537267805+0.17956069231759278j),(0.59406895440363-0.10472607893306675j),(1.3796939128291033-2.5652092991848585j),(-1.3745736045335601+0.619665240887378j),(1.2775678062864917+0.48422830376778775j)
1.83,(-0.8970975755665116-0.6307761728718775j),(-0.11809928606580435+0.7343607254431116j),(-1.3646173363711767+0.010501796125337394j),(0.8539185682622252+1.522322725665358j),(-0.44924278291669434+0.07297368461403388j),(0.5697514758132883+0.3099319477216088j),(-1.0073420084738982+0.18228371473219931j),(0.5917405746389306-0.10689146458062798j),(1.379186409485336-2.5658206867991136j),(-1.3724608201965325+0.6207805642813232j),(1.277964776556959+0.48224241027237313j)
1.84,(-0.8987931936227033-0.6292524484833304j),(-0.11539334560249537+0.732889160303435j),(-1.3641314804494638+0.013485067971009512j),(0.8552677175744127+1.521256109744794j),(-0.4516379732243092+0.07238493828291652j),(0.5706795932703975+0.3066030861079071j),(-1.0053655731855848+0.18489205948309223j),(0.5893319901427134-0.10899368901622522j),(1.3786782354740794-2.5663967194812076j),(-1.3702982262369618+0.6217698112524864j),(1.278329716783012+0.48021783879140967j)
1.85,(-0.9003972956028768-0.6276745666763349j),(-0.11276063423019306+0.7312814712637576j),(-1.363497147565406+0.01641269490773162j),(0.8566161405382738+1.5201249985344494j),(-0.4540613594455776+0.07188457158140382j),(0.5715192661136026+0.3032161622854956j),(-1.0032468474055598+0.18737562864086804j),(0.5868495014842536-0.11102852913681105j),(1.3781704103049717-2.566939221702439j),(-1.3680946056881524+0.6226287480864738j),(1.2786600421821435+0.4781583351360198j)
1.86,(-0.9019086435424244-0.6260499932297473j),(-0.11021171279311794+0.729540255567455j),(-1.3627208073665567+0.019275672318136098j),(0.8579609323991227+1.5189290984896429j),(-0.4565073593202719+0.0714706258819872j),(0.5722685006217924+0.29977916042610653j),(-1.0009956842859031+0.1897255526074051j),(0.584301824048552-0.11299302485023582j),(1.3776642713629288-2.5674511229184245j),(-1.3658604525909517+0.6233548389250898j),(1.278953257722327+0.47606889697282334j)
1.87,(-0.9033274031284445-0.6243879454428065j),(-0.10775701074619136+0.7276707135831098j),(-1.3618119630416132+0.022064915735339488j),(0.8592990734717286+1.5176690355201465j),(-0.4589695150624565+0.07113895980787437j),(0.572927184527311+0.29630167146443975j),(-0.9986251741280802+0.19193419011586357j),(0.5817000880363341-0.11488547907524767j),(1.3771614739081435-2.5679364575690933j),(-1.363607971993751+0.6239472457663369j),(1.279206958122019+0.47395577382393783j)
1.8800000000000001,(-0.9046551436997428-0.6226993921351348j),(-0.10540682615503547+0.7256806488045114j),(-1.360783151320417+0.02477126084294249j),(0.8606274291403158+1.5163463549901852j),(-0.4614404933604872+0.07088324923298919j),(0.5734970870159583+0.29279489309816237j),(-0.9961516443829417+0.19399512823068552j),(0.5790578384640508-0.11670545774149253j),(1.3766639910760852-2.568400365078692j),(-1.3613510799524855+0.6244068284644154j),(1.2794188278501568+0.47182646706697834j)
1.8900000000000001,(-0.9058997979331593-0.6209840723927281j),(-0.10315917971962316+0.7235618026212032j),(-1.3596387581545821+0.027400143194026946j),(0.8619488466650382+1.5149537707173197j),(-0.46392709373505125+0.07069840002389681j),(0.5739820045068473+0.2892498886062931j),(-0.9935753410395539+0.1959108786431635j),(0.576375754965183-0.11846160761321116j),(1.3761719072936607-2.5688511458945826j),(-1.3590895424033158+0.6247343028947189j),(1.2795795351289392+0.4696702465994438j)
1.9000000000000001,(-0.9070555007878763-0.619238241640728j),(-0.10103000396063527+0.7212995815365144j),(-1.3583721457718807+0.029945338186084167j),(0.8632629988628215+1.5134827968626514j),(-0.46643145443758055+0.07059684224498332j),(0.574370492490828+0.28566185753383827j),(-0.9908917199371773+0.19766840087173812j),(0.573645971667205-0.12014955716609714j),(1.375683478759684-2.5692850658761923j),(-1.3568266692772932+0.624924172004945j),(1.2796851956259963+0.4674819430891398j)
1.9100000000000001,(-0.9081042203897124-0.6174732258810096j),(-0.09905852158586133+0.7189019326998461j),(-1.3569866740399075+0.032377231910495144j),(0.8645603086701156+1.5119369129959463j),(-0.46893389745793734+0.07059428441538046j),(0.5746445826135127+0.2820558789824375j),(-0.9881195706176169+0.19923904522555982j),(0.5708763135407617-0.12174932322274959j),(1.3751990407835253-2.5696903710479537j),(-1.3545872393156713+0.6249715326789095j),(1.2797436842484435+0.46528331158655944j)
1.92,(-0.9090324823306289-0.6156998383841693j),(-0.09727816443475965+0.7163783923485426j),(-1.3554883274759264+0.03467154814979796j),(0.8658326620415673+1.510318779890132j),(-0.47141683892463465+0.07070230369968383j),(0.5747907987057923+0.2784538912934308j),(-0.9852781244968687+0.20060057525018765j),(0.5680749436289951-0.12324551276405823j),(1.3747191904635172-2.57005845283573j),(-1.3523930853665374+0.6248745614624898j),(1.27976108071379+0.4630919028602558j)
1.93,(-0.9098314037820081-0.6139283319609017j),(-0.09571650750878627+0.7137400190548464j),(-1.3538856830128787+0.03680941865205044j),(0.8670734353987956+1.508630202052422j),(-0.4738648531013239+0.07092834150645545j),(0.574800173262205+0.2748746018358106j),(-0.9823869842050781+0.2017372147122961j),(0.565250311281199-0.12462736766658918j),(1.3742447797785011-2.57038386847089j),(-1.3502630282498604+0.6246345146167744j),(1.2797416359574003+0.4609209804094658j)
1.94,(-0.910496693494652-0.612168398962001j),(-0.09439526897139527+0.7109993937258994j),(-1.352189909999381+0.03877738313082982j),(0.8682774956303917+1.5068721277243153j),(-0.4762646723867948+0.07127570348822378j),(0.5746682474409364+0.2713334870062223j),(-0.9794661235865396+0.20263964759967515j),(0.5624111521528193-0.1258887647025846j),(1.3737769155878254-2.5706643409903034j),(-1.3482128767574906+0.6242557281180633j),(1.2796877721324964+0.45877952046410997j)
1.95,(-0.9110286517987836-0.6104291712783602j),(-0.09333031014803851+0.708170619603742j),(-1.3504147701997276+0.040567389265233j),(0.8694412000919194+1.5050446488815978j),(-0.47860518731497526+0.07174355954148366j),(0.5743950710638187+0.26784279222896384j),(-0.9765358876996976+0.20330501812123017j),(0.559566488205454-0.12702821553996285j),(1.3733169596313468-2.5709007592363444j),(-1.3462554276531598+0.6237456176578672j),(1.279600082610156+0.4566722119847929j)
1.96,(-0.9114321706040457-0.6087192203409708j),(-0.09253163552616572+0.7052693222653134j),(-1.3485766177938885+0.04217679269987646j),(0.8705623966059145+1.5031470012343404j),(-0.48087744655493153+0.0723269438066964j),(0.5739852026163318+0.26441153195598593j),(-0.9736169928171453+0.20373693070698198j),(0.556725627706853-0.1280488667423186j),(1.3728665285294288-2.571097177856891j),(-1.3444004656724813+0.6231146786429083j),(1.2794773319793136+0.4545994566628028j)
1.97,(-0.9117167333995021-0.6070465571209235j),(-0.09200339275522453+0.702312649622452j),(-1.3466943993775107+0.04360835704489629j),(0.8716404234618853+1.5011775642269003j),(-0.4830746569108682+0.0730167546682897j),(0.5734477092476022+0.26104548966689184j),(-0.9707305264256254+0.20394545000806694j),(0.5538981652309183-0.12895849976892265j),(1.3724274937829433-2.5712608173053244j),(-1.3426547635229502+0.6223764861951195j),(1.2793164560467603+0.45255736892011167j)
1.98,(-0.9118964152536365-0.6054186321294079j),(-0.0917438726466604+0.6993192719218947j),(-1.344789653961917+0.04487025387594814j),(0.872676109416312+1.4991338610379206j),(-0.48519218332212816+0.07379975475465769j),(0.5727961667704039+0.25774721786893745j),(-0.9678979472260303+0.20394710089673673j),(0.5510939816577037-0.12976953097472205j),(1.3720019817732696-2.5714020638405284j),(-1.341022081883943+0.6215476951516455j),(1.2791125618371437+0.45053777590937527j)
1.99,(-0.9119898828143533-0.6038423354177125j),(-0.09174550917391668+0.6963093817452772j),(-1.3428865129741079+0.04597606273420726j),(0.8736717736926475+1.4970125585803302j),(-0.4872275488631926+0.07465857093816093j),(0.5720486596611578+0.25451603809703144j),(-0.9651410851334011+0.20376486846635858j),(0.5483232441734153-0.13049901161033997j),(1.3715923737622946-2.5715344695268914j),(-1.3395031694067172+0.6206480400648418j),(1.2788589275929678+0.4485282175139332j)
2.0,(-0.9120201189559881-0.6023240548353245j),(-0.09199517867885618+0.6933047902392635j),(-1.3410116029165369+0.04694446790245758j),(0.8746311581576863+1.494809607911462j),(-0.48918021344901297+0.07557190850500284j),(0.5712275746359621+0.2513482689556641j),(-0.9624822043791768+0.2034279249845428j),(0.5455963922188082-0.13116834203517425j),(1.371201282487044-2.5716745140445205j),(-1.3380959433393391+0.6197002342040221j),(1.2785471730884952+0.44651231028303384j)
